"Str1","Str2","Str3","freq"
"that","it","would",2
"that","it’","not",2
"that","make","sens",2
"that","may","be",2
"that","may","seem",2
"that","moment","when",2
"that","night","i",2
"that","pave","the",2
"that","peopl","are",2
"that","person","the",2
"that","seem","like",2
"that","sens","of",2
"that","she","might",2
"that","so","much",2
"that","some","peopl",2
"that","someth","was",2
"that","tatlin’","tower",2
"that","the","citi",2
"that","the","educ",2
"that","the","great",2
"that","the","hous",2
"that","the","man",2
"that","the","nation",2
"that","the","new",2
"that","the","way",2
"that","there","no",2
"that","they","should",2
"that","they","want",2
"that","this","is",2
"that","this","was",2
"that","was","my",2
"that","way","and",2
"that","we","can",2
"that","we","dont",2
"that","well","be",2
"that","were","given",2
"that","what","we",2
"that","what","you",2
"that","where","i",2
"that","would","make",2
"that","you","can",2
"that","you","decid",2
"that","you","love",2
"that","you","might",2
"that","you","need",2
"that’","not","the",2
"the","abil","of",2
"the","action","in",2
"the","advantag","of",2
"the","age","of",2
"the","agenc","said",2
"the","alien","to",2
"the","amus","park",2
"the","answer","to",2
"the","arriv","of",2
"the","balanc","of",2
"the","baloney","scale",2
"the","band","is",2
"the","bank","staff",2
"the","base","for",2
"the","basic","of",2
"the","bay","area",2
"the","beauti","and",2
"the","best","in",2
"the","best","is",2
"the","best","peopl",2
"the","best","show",2
"the","best","thing",2
"the","best","way",2
"the","biggest","problem",2
"the","bill","and",2
"the","birth","happen",2
"the","birthplac","of",2
"the","blog","and",2
"the","blog","world",2
"the","blown","out",2
"the","bodi","win",2
"the","book","of",2
"the","book","to",2
"the","book","where",2
"the","border","of",2
"the","bottom","line",2
"the","breadwinn","and",2
"the","bronco","to",2
"the","build","has",2
"the","bumblerid","indi",2
"the","bureau","of",2
"the","cartoon","and",2
"the","cast","of",2
"the","challeng","of",2
"the","christma","card",2
"the","citi","has",2
"the","citi","is",2
"the","citizen","of",2
"the","class","a",2
"the","classroom","and",2
"the","color","of",2
"the","come","week",2
"the","comment","on",2
"the","control","of",2
"the","cop","who",2
"the","correct","answer",2
"the","counti","depart",2
"the","countri","to",2
"the","cours","of",2
"the","court","by",2
"the","cover","of",2
"the","creation","of",2
"the","cuyahoga","counti",2
"the","day","befor",2
"the","day","the",2
"the","day","we",2
"the","day","with",2
"the","death","penalti",2
"the","demand","of",2
"the","denver","nugget",2
"the","denver","post",2
"the","differ","in",2
"the","district","will",2
"the","doctor","and",2
"the","dome","of",2
"the","door","at",2
"the","dri","ingredi",2
"the","economi","and",2
"the","entir","run",2
"the","entir","state",2
"the","european","union",2
"the","event","we",2
"the","famili","would",2
"the","field","of",2
"the","fight","is",2
"the","final","i",2
"the","final","of",2
"the","first","book",2
"the","first","film",2
"the","first","game",2
"the","first","is",2
"the","first","round",2
"the","first","thing",2
"the","first","two",2
"the","first","week",2
"the","floor","and",2
"the","follow","week",2
"the","food","would",2
"the","former","massachusett",2
"the","founder","of",2
"the","four","and",2
"the","french","influenc",2
"the","front","left",2
"the","front","of",2
"the","futur","of",2
"the","game","at",2
"the","game","boy",2
"the","game","in",2
"the","game","itself",2
"the","game","with",2
"the","gate","to",2
"the","girl","who",2
"the","glow","of",2
"the","good","news",2
"the","gospel","is",2
"the","governor","said",2
"the","great","and",2
"the","green","light",2
"the","ground","that",2
"the","guest","star",2
"the","guy","i",2
"the","head","coach",2
"the","head","the",2
"the","health","benefit",2
"the","heart","and",2
"the","high","priest",2
"the","highest","rank",2
"the","highlight","of",2
"the","home","of",2
"the","hotel","and",2
"the","hous","for",2
"the","hous","of",2
"the","human","experi",2
"the","idea","behind",2
"the","ill","fate",2
"the","imag","of",2
"the","immigr","law",2
"the","impact","of",2
"the","in","the",2
"the","increas","in",2
"the","internet","for",2
"the","interview","is",2
"the","island","of",2
"the","issu","and",2
"the","issuanc","of",2
"the","job","in",2
"the","journey","to",2
"the","katha","upanishad",2
"the","kid","to",2
"the","king","of",2
"the","labour","parti",2
"the","last","day",2
"the","last","leg",2
"the","last","year",2
"the","late","john",2
"the","late","s",2
"the","latter","part",2
"the","leader","of",2
"the","leagu","great",2
"the","left","and",2
"the","liber","or",2
"the","life","of",2
"the","like","of",2
"the","line","of",2
"the","link","between",2
"the","link","to",2
"the","list","goe",2
"the","locker","room",2
"the","look","in",2
"the","lowest","level",2
"the","magnitud","of",2
"the","main","charact",2
"the","main","reason",2
"the","major","in",2
"the","male","student",2
"the","man","who",2
"the","mark","twain",2
"the","market","for",2
"the","measur","would",2
"the","media","in",2
"the","mental","health",2
"the","mention","and",2
"the","michigan","suprem",2
"the","middl","age",2
"the","midst","of",2
"the","midterm","elect",2
"the","mission","i",2
"the","moment","you’r",2
"the","money","will",2
"the","monterey","area",2
"the","month","in",2
"the","more","i",2
"the","more","import",2
"the","more","than",2
"the","morn","after",2
"the","most","controversi",2
"the","most","part",2
"the","most","recent",2
"the","mother","of",2
"the","movi","and",2
"the","movi","but",2
"the","movi","i",2
"the","movi","play",2
"the","movi","was",2
"the","movi","with",2
"the","music","of",2
"the","nation","cathol",2
"the","nation","endow",2
"the","nation","front",2
"the","nation","in",2
"the","natur","of",2
"the","nearbi","town",2
"the","new","box",2
"the","newest","member",2
"the","next","thing",2
"the","next","three",2
"the","next","week",2
"the","night","at",2
"the","norm","for",2
"the","nuanc","and",2
"the","obama","administr",2
"the","ocean","to",2
"the","on","the",2
"the","one","i",2
"the","one","that",2
"the","onli","way",2
"the","open","and",2
"the","opinion","of",2
"the","opponent’","car",2
"the","origin","of",2
"the","other","is",2
"the","other","side",2
"the","other","two",2
"the","owner","and",2
"the","owner","of",2
"the","pack”","be",2
"the","page","of",2
"the","part","when",2
"the","past","three",2
"the","payrol","tax",2
"the","peopl","who",2
"the","photo","is",2
"the","pictur","of",2
"the","place","she",2
"the","place","up",2
"the","plan","he",2
"the","post","dispatch",2
"the","presid","and",2
"the","prior","year",2
"the","problem","was",2
"the","program","but",2
"the","project","and",2
"the","propos","settlement",2
"the","purpos","of",2
"the","qualiti","of",2
"the","red","wing",2
"the","regular","season",2
"the","releas","of",2
"the","remaind","of",2
"the","report","of",2
"the","republican","leadership",2
"the","resid","of",2
"the","result","are",2
"the","result","is",2
"the","return","of",2
"the","right","of",2
"the","rise","of",2
"the","risk","of",2
"the","road","and",2
"the","roof","the",2
"the","round","up",2
"the","s","the",2
"the","s","when",2
"the","sale","of",2
"the","same","as",2
"the","same","name",2
"the","same","old",2
"the","same","or",2
"the","scale","of",2
"the","scene","and",2
"the","season","and",2
"the","second","most",2
"the","second","the",2
"the","second","world",2
"the","second","you",2
"the","secret","of",2
"the","secur","breach",2
"the","session","but",2
"the","shoulder","of",2
"the","show","was",2
"the","singl","most",2
"the","situat","is",2
"the","song","he",2
"the","sort","of",2
"the","south","pole",2
"the","southern","border",2
"the","spirit","of",2
"the","star","of",2
"the","state","is",2
"the","state","of",2
"the","state","to",2
"the","state","tournament",2
"the","street","and",2
"the","street","or",2
"the","stretch","poplin",2
"the","studi","and",2
"the","subject","matter",2
"the","success","of",2
"the","super","bowl",2
"the","tail","end",2
"the","term","of",2
"the","th","minut",2
"the","th","precinct",2
"the","thing","i",2
"the","third","inning",2
"the","third","or",2
"the","timber","and",2
"the","time","will",2
"the","top","and",2
"the","top","in",2
"the","town","of",2
"the","train","and",2
"the","type","of",2
"the","u","t",2
"the","uk","and",2
"the","univers","and",2
"the","univers","is",2
"the","us","govern",2
"the","us","suprem",2
"the","usual","suspect",2
"the","varieti","of",2
"the","verg","of",2
"the","veri","begin",2
"the","veri","first",2
"the","veri","idea",2
"the","water","of",2
"the","way","for",2
"the","way","of",2
"the","way","out",2
"the","way","that",2
"the","way","you",2
"the","weather","the",2
"the","week","the",2
"the","weekend","i",2
"the","whole","month",2
"the","wine","is",2
"the","wolf","is",2
"the","world","but",2
"the","world","largest",2
"the","world","record",2
"the","world","seri",2
"the","world","trade",2
"the","world","we",2
"the","year","befor",2
"the","year","i",2
"their","best","to",2
"their","famili","member",2
"their","heaviest","drink",2
"their","list","of",2
"their","militari","strength",2
"their","own","but",2
"their","own","name",2
"their","tablet","dev…",2
"them","a","few",2
"them","and","for",2
"them","and","put",2
"them","but","i",2
"them","have","the",2
"them","in","the",2
"them","of","cours",2
"them","on","a",2
"them","to","be",2
"them","you","are",2
"then","have","to",2
"then","he","hit",2
"then","i","realiz",2
"then","take","a",2
"there","and","put",2
"there","are","few",2
"there","are","great",2
"there","are","million",2
"there","are","more",2
"there","are","women",2
"there","had","to",2
"there","have","been",2
"there","i","just",2
"there","in","the",2
"there","is","also",2
"there","is","an",2
"there","is","anyth",2
"there","is","howev",2
"there","is","too",2
"there","no","place",2
"there","was","more",2
"there","was","noth",2
"there","we","are",2
"there","were","a",2
"there","were","mani",2
"there","were","no",2
"there","were","onli",2
"there","would","be",2
"these","two","are",2
"they","alway","have",2
"they","are","get",2
"they","are","just",2
"they","are","no",2
"they","are","our",2
"they","are","that",2
"they","can","take",2
"they","could","have",2
"they","decid","to",2
"they","don’t","have",2
"they","had","been",2
"they","had","great",2
"they","have","a",2
"they","have","had",2
"they","have","never",2
"they","hope","that",2
"they","like","to",2
"they","may","be",2
"they","might","even",2
"they","plan","to",2
"they","tend","to",2
"they","use","to",2
"they","were","also",2
"they","were","not",2
"theyr","talk","about",2
"thing","and","explain",2
"thing","can","be",2
"thing","for","a",2
"thing","he","want",2
"thing","in","my",2
"thing","is","not",2
"thing","that","the",2
"thing","that","you",2
"think","about","my",2
"think","about","what",2
"think","i","was",2
"think","i","would",2
"think","i’v","ever",2
"think","im","go",2
"think","is","a",2
"think","like","a",2
"think","of","a",2
"think","she","is",2
"think","that","i",2
"think","there","was",2
"think","they","will",2
"think","this","is",2
"think","to","get",2
"third","inning","to",2
"this","age","group",2
"this","as","a",2
"this","book","i",2
"this","book","is",2
"this","book","that",2
"this","book","was",2
"this","but","i",2
"this","come","from",2
"this","countri","we",2
"this","even","i",2
"this","everi","day",2
"this","form","of",2
"this","has","been",2
"this","is","about",2
"this","is","becaus",2
"this","is","life",2
"this","is","ridicul",2
"this","is","to",2
"this","is","where",2
"this","kind","of",2
"this","littl","book",2
"this","might","have",2
"this","month","and",2
"this","month","i",2
"this","month","the",2
"this","morn","i",2
"this","morn","in",2
"this","morn","on",2
"this","morn","with",2
"this","movi","is",2
"this","one","will",2
"this","recip","is",2
"this","season","and",2
"this","season","the",2
"this","stori","is",2
"this","summer","the",2
"this","time","and",2
"this","time","around",2
"this","time","of",2
"this","time","was",2
"this","type","of",2
"this","was","a",2
"this","was","an",2
"this","was","not",2
"this","week","and",2
"this","week","for",2
"this","week","on",2
"this","weekend","the",2
"this","year","and",2
"this","year","he",2
"this","year","the",2
"this","year","they",2
"those","guy","are",2
"those","in","the",2
"those","of","you",2
"those","who","do",2
"those","who","know",2
"though","that","is",2
"though","the","book",2
"though","there","are",2
"thought","and","idea",2
"thought","he","was",2
"thought","i","would",2
"thought","it","was",2
"thought","it","would",2
"thought","to","be",2
"three","count","of",2
"three","of","his",2
"three","of","us",2
"three","or","four",2
"three","or","more",2
"through","the","night",2
"ticket","for","the",2
"tidal","wave","of",2
"tie","into","the",2
"till","the","end",2
"time","and","how",2
"time","befor","i",2
"time","dure","the",2
"time","focus","on",2
"time","high","of",2
"time","i","was",2
"time","in","a",2
"time","it","was",2
"time","of","year",2
"time","of","your",2
"time","sinc","the",2
"time","this","week",2
"time","to","get",2
"time","to","visit",2
"time","we","had",2
"to","a","close",2
"to","a","fault",2
"to","a","hospit",2
"to","a","singl",2
"to","a","third",2
"to","a","year",2
"to","admit","that",2
"to","all","that",2
"to","an","all",2
"to","an","end",2
"to","ani","of",2
"to","announc","the",2
"to","answer","the",2
"to","appli","and",2
"to","as","the",2
"to","ask","for",2
"to","ask","the",2
"to","avoid","the",2
"to","be","and",2
"to","be","as",2
"to","be","at",2
"to","be","chang",2
"to","be","entertain",2
"to","be","given",2
"to","be","happi",2
"to","be","i",2
"to","be","just",2
"to","be","left",2
"to","be","made",2
"to","be","marri",2
"to","be","more",2
"to","be","on",2
"to","be","pass",2
"to","be","quit",2
"to","be","so",2
"to","be","taken",2
"to","be","twelv",2
"to","be","when",2
"to","be","with",2
"to","becom","an",2
"to","believ","that",2
"to","bring","a",2
"to","bring","home",2
"to","call","on",2
"to","chang","a",2
"to","clean","the",2
"to","come","down",2
"to","come","in",2
"to","come","togeth",2
"to","come","up",2
"to","confront","the",2
"to","contend","with",2
"to","continu","to",2
"to","creat","the",2
"to","cut","a",2
"to","describ","the",2
"to","determin","whether",2
"to","do","anyth",2
"to","do","list",2
"to","do","two",2
"to","empathis","with",2
"to","enforc","the",2
"to","enter","the",2
"to","everyon","els",2
"to","fight","for",2
"to","figur","it",2
"to","fill","the",2
"to","form","a",2
"to","further","their",2
"to","get","around",2
"to","get","back",2
"to","get","better",2
"to","get","job",2
"to","get","marri",2
"to","get","me",2
"to","get","on",2
"to","get","out",2
"to","get","their",2
"to","get","there",2
"to","get","us",2
"to","give","a",2
"to","go","after",2
"to","go","down",2
"to","go","out",2
"to","go","see",2
"to","go","through",2
"to","grow","up",2
"to","hang","up",2
"to","have","been",2
"to","have","kid",2
"to","hear","about",2
"to","help","him",2
"to","help","them",2
"to","help","those",2
"to","her","work",2
"to","his","imag",2
"to","honor","the",2
"to","how","the",2
"to","i","am",2
"to","i","was",2
"to","increas","the",2
"to","join","the",2
"to","keep","her",2
"to","keep","him",2
"to","keep","it",2
"to","keep","their",2
"to","keep","them",2
"to","keep","thing",2
"to","keep","up",2
"to","keep","us",2
"to","know","and",2
"to","know","if",2
"to","know","that",2
"to","launch","a",2
"to","learn","it",2
"to","learn","of",2
"to","let","go",2
"to","live","by",2
"to","live","in",2
"to","lm","net",2
"to","look","like",2
"to","lot","of",2
"to","make","thing",2
"to","mani","more",2
"to","me","about",2
"to","me","all",2
"to","me","as",2
"to","me","by",2
"to","me","happi",2
"to","me","is",2
"to","me","it",2
"to","me","than",2
"to","me","to",2
"to","medium","high",2
"to","meet","the",2
"to","meet","with",2
"to","move","on",2
"to","move","out",2
"to","move","to",2
"to","my","colleagu",2
"to","my","daughter",2
"to","my","eye",2
"to","name","a",2
"to","new","york",2
"to","not","be",2
"to","other","peopl",2
"to","particip","in",2
"to","pass","up",2
"to","pat","myself",2
"to","pay","back",2
"to","pay","down",2
"to","pay","to",2
"to","pm","the",2
"to","polic","record",2
"to","present","to",2
"to","produc","a",2
"to","produc","more",2
"to","put","it",2
"to","put","the",2
"to","put","too",2
"to","qualifi","for",2
"to","rais","money",2
"to","rais","the",2
"to","read","my",2
"to","reduc","violent",2
"to","reduc","your",2
"to","releas","it",2
"to","replac","the",2
"to","report","on",2
"to","report","that",2
"to","run","for",2
"to","save","it",2
"to","say","and",2
"to","say","hello",2
"to","say","my",2
"to","say","the",2
"to","say","what",2
"to","see","and",2
"to","see","it",2
"to","see","more",2
"to","see","some",2
"to","see","that",2
"to","set","the",2
"to","share","it",2
"to","share","with",2
"to","show","the",2
"to","sleep","alon",2
"to","spend","a",2
"to","spend","the",2
"to","stand","up",2
"to","start","over",2
"to","stay","with",2
"to","success","ijs”",2
"to","take","that",2
"to","tell","her",2
"to","tell","us",2
"to","tell","whether",2
"to","the","clinic",2
"to","the","control",2
"to","the","convent",2
"to","the","door",2
"to","the","end",2
"to","the","feder",2
"to","the","groceri",2
"to","the","gym",2
"to","the","harbor",2
"to","the","home",2
"to","the","hot",2
"to","the","hous",2
"to","the","librari",2
"to","the","lineup",2
"to","the","local",2
"to","the","love",2
"to","the","michigan",2
"to","the","mile",2
"to","the","mysteri",2
"to","the","nation",2
"to","the","next",2
"to","the","old",2
"to","the","park",2
"to","the","religion",2
"to","the","right",2
"to","the","scene",2
"to","the","second",2
"to","the","state",2
"to","the","univers",2
"to","this","citi",2
"to","this","one",2
"to","this","stori",2
"to","tri","and",2
"to","tri","the",2
"to","turnov","ratio",2
"to","understand","the",2
"to","use","and",2
"to","use","them",2
"to","visit","he",2
"to","vote","for",2
"to","watch","broadcast",2
"to","watch","it",2
"to","weather","the",2
"to","what","is",2
"to","whether","the",2
"to","win","a",2
"to","wonder","what",2
"to","work","into",2
"to","work","out",2
"to","worship","as",2
"to","you","all",2
"to","you","i",2
"to","your","updat",2
"today","i","am",2
"today","i","want",2
"today","if","you",2
"toe","up","sock",2
"togeth","with","the",2
"told","it","was",2
"told","me","they",2
"told","polic","that",2
"told","the","sun",2
"too","earli","to",2
"too","mani","to",2
"too","much","attent",2
"too","much","of",2
"too","soon","to",2
"too","tire","to",2
"took","care","of",2
"tooth","as","well",2
"top","and","side",2
"touch","with","the",2
"toward","the","end",2
"town","and","citi",2
"town","of","new",2
"trade","agreement","ratifi",2
"trade","secret","and",2
"train","and","buse",2
"travel","to","the",2
"treat","my","bodi",2
"tri","to","be",2
"tri","to","bring",2
"tri","to","find",2
"tri","to","live",2
"tri","to","lose",2
"tri","to","teach",2
"trip","across","the",2
"trip","to","alaska",2
"trip","to","the",2
"true","to","life",2
"trust","thank","you",2
"tuck","away","in",2
"tune","for","detail",2
"tune","in","to",2
"turn","around","to",2
"turn","it","into",2
"turn","out","quit",2
"turn","over","to",2
"turnov","ratio","to",2
"tustin","ranch","road",2
"two","day","after",2
"two","of","it",2
"two","of","the",2
"two","point","of",2
"two","shot","of",2
"two","to","three",2
"two","will","be",2
"two","year","of",2
"u","can","drive",2
"unawar","that","the",2
"under","the","star",2
"understand","that","the",2
"understand","the","differ",2
"undocu","immigr","who",2
"unindict","co","conspir",2
"unit","on","their",2
"unit","state","has",2
"univers","of","chicago",2
"univers","of","maryland",2
"univers","of","miami",2
"univers","of","michigan",2
"unless","it","is",2
"unless","of","cours",2
"unless","you","have",2
"until","next","week",2
"until","the","day",2
"up","a","new",2
"up","a","still",2
"up","and","down",2
"up","and","his",2
"up","and","run",2
"up","as","a",2
"up","at","the",2
"up","close","and",2
"up","for","a",2
"up","i","have",2
"up","in","my",2
"up","on","that",2
"up","on","the",2
"up","so","fast",2
"up","there","with",2
"up","to","be",2
"up","to","it",2
"up","when","i",2
"up","with","my",2
"us","district","court",2
"us","how","the",2
"us","suprem","court",2
"us","to","inform",2
"use","in","the",2
"use","it","to",2
"use","of","a",2
"use","of","tech",2
"use","the","program",2
"use","the","word",2
"use","to","describ",2
"use","to","do",2
"use","to","eat",2
"use","tustin","ranch",2
"valu","of","the",2
"veri","much","so",2
"vice","presid","for",2
"violat","of","the",2
"visit","this","is",2
"vs","august","comparison",2
"wait","for","you",2
"wait","until","i",2
"wait","until","the",2
"waiv","million","in",2
"wake","up","and",2
"wake","up","the",2
"walk","away","from",2
"walk","right","past",2
"walk","through","the",2
"walk","toward","the",2
"wander","around","the",2
"want","is","to",2
"want","me","to",2
"want","someth","new",2
"want","to","buy",2
"want","to","have",2
"want","to","hear",2
"want","to","learn",2
"want","to","share",2
"want","to","thank",2
"want","to","throw",2
"want","to","work",2
"warn","i","am",2
"was","a","great",2
"was","a","huge",2
"was","a","member",2
"was","amaz","we",2
"was","at","the",2
"was","bill","as",2
"was","born","in",2
"was","do","well",2
"was","drive","through",2
"was","due","to",2
"was","expect","to",2
"was","found","that",2
"was","fun","to",2
"was","glad","to",2
"was","good","see",2
"was","he","act",2
"was","home","to",2
"was","just","a",2
"was","made","up",2
"was","more","of",2
"was","nice","but",2
"was","not","onli",2
"was","of","from",2
"was","onli","year",2
"was","place","on",2
"was","readi","to",2
"was","schedul","to",2
"was","so","excit",2
"was","so","great",2
"was","suffer","from",2
"was","that","the",2
"was","the","best",2
"was","the","fact",2
"was","the","main",2
"was","the","one",2
"was","the","result",2
"was","the","sole",2
"was","the","son",2
"was","the","way",2
"was","thrill","to",2
"was","told","it",2
"was","unavail","for",2
"was","work","in",2
"was","worth","it",2
"was","wrong","with",2
"wasnt","long","befor",2
"wasnt","sure","exact",2
"wasnt","the","right",2
"watch","broadcast","show",2
"watch","out","for",2
"water","of","the",2
"water","to","a",2
"way","it","was",2
"way","through","the",2
"way","to","get",2
"way","to","improv",2
"way","to","increas",2
"way","to","serv",2
"we","are","all",2
"we","are","at",2
"we","are","forc",2
"we","are","get",2
"we","are","go",2
"we","are","in",2
"we","are","still",2
"we","are","what",2
"we","ask","for",2
"we","bought","a",2
"we","call","me",2
"we","can","all",2
"we","can","book”",2
"we","decid","that",2
"we","decid","to",2
"we","did","the",2
"we","do","ani",2
"we","do","know",2
"we","do","not",2
"we","dont","need",2
"we","face","the",2
"we","get","a",2
"we","go","to",2
"we","had","someth",2
"we","have","more",2
"we","have","never",2
"we","have","no",2
"we","have","not",2
"we","have","the",2
"we","left","it",2
"we","might","get",2
"we","move","forward",2
"we","use","to",2
"we","went","out",2
"we","went","to",2
"we","were","get",2
"we","would","be",2
"we","would","do",2
"wear","a","helmet",2
"wednesday","or","thursday",2
"week","and","im",2
"week","at","the",2
"week","in","the",2
"week","on","the",2
"week","or","two",2
"weezi","f","baby<U+2665>",2
"well","arent","you",2
"well","as","their",2
"well","be","play",2
"well","i","didnt",2
"well","i","guess",2
"well","in","advanc",2
"well","it","all",2
"well","this","is",2
"well","we","all",2
"well","worth","it",2
"went","on","a",2
"went","to","bed",2
"went","to","colleg",2
"were","a","spice",2
"were","allow","to",2
"were","arrest","tuesday",2
"were","ask","to",2
"were","friend","and",2
"were","glad","to",2
"were","in","a",2
"were","more","than",2
"were","not","in",2
"were","one","of",2
"were","tri","to",2
"were","written","by",2
"west","final","vs",2
"weve","got","a",2
"what","a","good",2
"what","are","the",2
"what","can","i",2
"what","do","i",2
"what","happen","when",2
"what","he","doe",2
"what","he","has",2
"what","he","need",2
"what","hes","do",2
"what","i","did",2
"what","i","heard",2
"what","i","thought",2
"what","i","was",2
"what","i","wore",2
"what","is","their",2
"what","is","this",2
"what","it","is",2
"what","she","was",2
"what","should","we",2
"what","the","circumst",2
"what","the","f",2
"what","they","have",2
"what","they","were",2
"what","they","will",2
"what","to","expect",2
"what","was","wrong",2
"what","we","have",2
"what","you","are",2
"what","you","can",2
"what","you","do",2
"what","you’v","alway",2
"what","your","do",2
"whatev","i","am",2
"when","ask","if",2
"when","ask","the",2
"when","he","drop",2
"when","he","got",2
"when","he","saw",2
"when","he","talk",2
"when","i","go",2
"when","i","got",2
"when","i","saw",2
"when","i","say",2
"when","i","thought",2
"when","i","tri",2
"when","it","came",2
"when","it","is",2
"when","peopl","brought",2
"when","peopl","say",2
"when","the","coach",2
"when","the","school",2
"when","the","two",2
"when","they","are",2
"when","they","were",2
"when","will","you",2
"when","you","feel",2
"when","you","have",2
"when","you","walk",2
"when","you","want",2
"when","your","in",2
"where","are","you",2
"where","i","am",2
"where","i","got",2
"where","i","was",2
"where","is","the",2
"where","the","economi",2
"where","were","you",2
"whether","or","not",2
"whether","they","are",2
"whi","am","i",2
"whi","did","they",2
"whi","i","dont",2
"which","are","veri",2
"which","i","did",2
"which","is","better",2
"which","is","now",2
"which","is","when",2
"which","lead","to",2
"which","make","it",2
"which","mean","that",2
"which","one","to",2
"which","would","be",2
"while","at","the",2
"while","it","was",2
"while","she","was",2
"while","you","are",2
"whitbeck","was","appoint",2
"white","and","blue",2
"who","am","i",2
"who","ask","not",2
"who","author","say",2
"who","came","to",2
"who","doesnt","know",2
"who","had","been",2
"who","has","alreadi",2
"who","is","also",2
"who","is","now",2
"who","is","presid",2
"who","said","it",2
"who","sat","out",2
"who","they","are",2
"who","use","to",2
"who","want","a",2
"who","was","on",2
"who","was","the",2
"who","will","be",2
"who","you","are",2
"whole","grain","bread",2
"whole","milk","yogurt",2
"whole","month","of",2
"whos","go","to",2
"wide","as","the",2
"will","also","be",2
"will","be","abl",2
"will","be","at",2
"will","be","back",2
"will","be","come",2
"will","be","differ",2
"will","be","effect",2
"will","be","fulli",2
"will","be","fun",2
"will","be","interest",2
"will","be","present",2
"will","be","spent",2
"will","be","use",2
"will","bring","them",2
"will","definit","be",2
"will","earn","a",2
"will","grow","up",2
"will","have","more",2
"will","he","rememb",2
"will","let","you",2
"will","not","toler",2
"will","receiv","an",2
"will","tell","you",2
"will","there","be",2
"will","you","get",2
"win","over","the",2
"win","win","win",2
"wish","i","was",2
"wish","you","could",2
"with","a","bang",2
"with","a","few",2
"with","a","focus",2
"with","a","hard",2
"with","a","high",2
"with","a","new",2
"with","a","sore",2
"with","all","that",2
"with","both","of",2
"with","cook","spray",2
"with","each","other",2
"with","friend","and",2
"with","her","and",2
"with","i","hope",2
"with","it","and",2
"with","it","in",2
"with","more","than",2
"with","of","the",2
"with","one","of",2
"with","our","thought",2
"with","plenti","of",2
"with","point","and",2
"with","second","degre",2
"with","sensit","skin",2
"with","so","mani",2
"with","some","of",2
"with","the","aid",2
"with","the","best",2
"with","the","concept",2
"with","the","damag",2
"with","the","famili",2
"with","the","guy",2
"with","the","king",2
"with","the","most",2
"with","the","nation",2
"with","the","other",2
"with","the","right",2
"with","the","scriptur",2
"with","the","stori",2
"with","the","transit",2
"with","the","younger",2
"with","they","are",2
"with","this","great",2
"with","this","littl",2
"with","tri","to",2
"without","a","doubt",2
"wolf","is","the",2
"wolf","pack","at",2
"won","a","lot",2
"wonder","thing","to",2
"wonder","what","the",2
"wont","be","catchabl",2
"wont","be","the",2
"work","becaus","there",2
"work","hard","and",2
"work","in","my",2
"work","into","my",2
"work","on","my",2
"work","on","the",2
"work","out","for",2
"work","rather","than",2
"work","with","a",2
"work","with","and",2
"world","is","all",2
"world","trade","center",2
"world","war","and",2
"world","war","ii",2
"wors","than","the",2
"would","be","an",2
"would","be","great",2
"would","be","more",2
"would","be","nice",2
"would","be","the",2
"would","be","too",2
"would","choos","to",2
"would","continu","to",2
"would","get","a",2
"would","get","an",2
"would","have","seen",2
"would","it","be",2
"would","look","like",2
"would","make","it",2
"would","prefer","to",2
"would","still","be",2
"wouldnt","want","to",2
"wound","up","with",2
"write","out","what",2
"wrong","with","me",2
"wrong","with","that",2
"wrong","with","the",2
"yard","field","goal",2
"yeah","me","too",2
"yeah","that","what",2
"year","after","he",2
"year","ago","but",2
"year","ago","i",2
"year","ago","when",2
"year","and","a",2
"year","and","as",2
"year","and","i",2
"year","and","is",2
"year","back","it",2
"year","befor","the",2
"year","but","i",2
"year","he","said",2
"year","i","hope",2
"year","in","a",2
"year","in","prison",2
"year","it","was",2
"year","of","preschool",2
"year","old","and",2
"year","old","at",2
"year","old","boy",2
"year","old","girl",2
"year","to","buy",2
"yes","i","do",2
"yes","you","are",2
"york","time","or",2
"you","a","littl",2
"you","all","i",2
"you","all","the",2
"you","are","abl",2
"you","are","and",2
"you","are","be",2
"you","are","on",2
"you","are","so",2
"you","are","suppos",2
"you","are","you",2
"you","ask","me",2
"you","at","the",2
"you","believ","that",2
"you","can","check",2
"you","can","email",2
"you","can","find",2
"you","can","get",2
"you","can","go",2
"you","can","have",2
"you","can","ignor",2
"you","can","pick",2
"you","can","tell",2
"you","can","use",2
"you","can","wear",2
"you","can’t","get",2
"you","cant","do",2
"you","could","be",2
"you","do","have",2
"you","do","not",2
"you","do","what",2
"you","don’t","even",2
"you","don’t","have",2
"you","don’t","need",2
"you","dont","have",2
"you","enjoy","it",2
"you","feel","better",2
"you","find","that",2
"you","for","all",2
"you","from","the",2
"you","get","a",2
"you","get","the",2
"you","go","for",2
"you","go","to",2
"you","guess","it",2
"you","had","a",2
"you","had","to",2
"you","have","an",2
"you","have","done",2
"you","i","will",2
"you","if","you",2
"you","in","your",2
"you","just","cant",2
"you","just","have",2
"you","know","it",2
"you","may","be",2
"you","might","be",2
"you","might","not",2
"you","need","someon",2
"you","perish","weezi",2
"you","read","this",2
"you","say","we",2
"you","see","it",2
"you","see","the",2
"you","see","them",2
"you","she","is",2
"you","think","you",2
"you","to","come",2
"you","to","do",2
"you","to","say",2
"you","too","can",2
"you","took","the",2
"you","up","to",2
"you","want","a",2
